_c0,Store Number,Recency,Frequency,Monetary,r_seg,f_seg,m_seg,RFMScore,prediction,Store,Report Date,Name,Store Status,Address,State,Zip Code,latitude,longitude,City
1034,4533,0,268,49366.44,1,3,3,133,1,4533,2022-11-01,CASEY'S GENERAL STORE #1985 / ST. ANSGAR,A,110 N HWY 218,IA,50472,43.378704,-92.917588,ST ANSGAR
1035,5888,0,974,78506.52,1,2,2,122,1,5888,2022-11-01,BIG 10 MART #62 / BETTENDORF,A,999 MIDDLE RD,IA,52722,41.539963,-90.51902,BETTENDORF
1036,5940,12,408,29888.86,4,3,4,434,1,5940,2022-11-01,LAKELAND EZ STOP / RUTHVEN,A,3474 OLD HWY 18,IA,51358,43.126496,-94.898534,RUTHVEN
1037,3901,3,361,80552.86,1,3,2,132,1,3901,2022-11-01,TARGET STORE T-0878 / FORT DODGE,A,2910  1 AVE S,IA,50501,42.505334,-94.157021,FORT DODGE
1038,4622,3,1613,77032.29,1,1,2,112,1,4622,2022-11-01,QUIK TRIP #544 / SE 14TH DM,A,3941 SE 14TH ST,IA,50320,41.548497,-93.596748,DES MOINES
1039,6055,10,335,36546.47,3,3,3,333,1,6055,2022-11-01,CASEY'S GENERAL STORE #1428 / MILO,A,426 N 2ND ST,IA,50166,41.291083,-93.439586,MILO
1040,2584,5,2483,220255.08,2,1,1,211,1,2584,2022-11-01,HY-VEE FOOD STORE / FORT MADISON,A,2606 AVENUE L,IA,52627,40.626983,-91.343751,FORT MADISON
1041,2636,4,3271,603368.06,2,1,1,211,0,2636,2022-11-01,HY-VEE WINE AND SPIRITS / HUBBELL,A,2310 HUBBELL AVE,IA,50317,41.604312,-93.573845,DES MOINES
1042,2658,3,975,143949.34,1,2,2,122,1,2658,2022-11-01,HY-VEE FOOD STORE / MOUNT AYR,A,201 N FILLMORE ST,IA,50854,40.715937,-94.238795,MOUNT AYR
1043,5708,0,1071,127667.7,1,2,2,122,1,5708,2022-11-01,BROTHERS MARKET,A,103 W. WALNUT,IA,52361,41.662819,-92.007391,WILLIAMSBURG
1044,5914,6,570,83363.68,3,2,2,322,1,5914,2022-11-01,UNI MART / WATERLOO,A,1615 BISHOP AVE,IA,50703,42.49807,-92.293057,WATERLOO
1045,5552,4,365,56644.03,2,3,2,232,1,5552,2022-11-01,CASEY'S GENERAL STORE #2905 / AMES,A,3612 STANGE RD,IA,50010,42.056564,-93.644937,AMES
1046,5781,0,434,50847.67,1,3,3,133,1,5781,2022-11-01,CASEY'S GENERAL STORE #2898 / CLARENCE,A,93 LOMBARD ST,IA,52216,41.888723,-91.065862,CLARENCE
1047,5691,6,1055,357588.99,3,2,1,321,1,5691,2022-11-01,LOGAN AVE CONVENIENCE STORE / WATERLOO,A,735 LOGAN AVE,IA,50703,42.510453,-92.337744,WATERLOO
1048,5991,24,156,15430.26,4,4,4,444,1,5991,2022-11-01,CASEY'S GENERAL STORE #1827 / KNOXVILLE,A,1007 N LINCOLN ST,IA,50138,41.327109,-93.109511,KNOXVILLE
1049,3456,4,5321,575466.4,2,1,1,211,0,3456,2022-11-01,QUICK SHOP / CLEAR LAKE,A,904 N 8TH ST,IA,50428,43.142868,-93.378772,CLEARLAKE
1050,2233,5,1507,201354.78,2,1,1,211,1,2233,2022-11-01,FORBES LIQUOR LOCKER / REMI,A,2508 ENTERPRISE AVE,IA,51360,43.416433,-95.126786,SPIRIT LAKE
1051,6026,19,260,25624.03,4,4,4,444,1,6026,2022-11-01,MOD / KEOKUK,A,3345 MAIN ST,IA,52632,40.417909,-91.406416,KEOKUK
1052,5216,3,236,34325.32,1,4,3,143,1,5216,2022-11-01,CASEY'S GENERAL STORE #2683  /  RUNN,A,"6301, SE 116TH ST",IA,50237,41.52247,-93.357883,RUNNELLS
1053,5794,0,374,42611.95,1,3,3,133,1,5794,2022-11-01,CASEY'S GENERAL STORE #1922 / WALCOTT,A,780 N MAIN ST,IA,52773,41.59208,-90.774559,WALCOTT
1054,5737,3,321,66161.27,1,3,2,132,1,5737,2022-11-01,SUPER STOP & SHOP / BALDWIN,A,5358 HWY 64,IA,52207,42.073361,-90.834314,BALDWIN
1055,2600,5,1048,175146.62,2,2,1,221,1,2600,2022-11-01,HY-VEE FOOD STORE / OSKALOOSA,A,110  S  D  ST,IA,52577,41.295218,-92.649764,OSKALOOSA
1056,3943,4,2169,129877.87,2,1,2,212,1,3943,2022-11-01,GOOD AND QUICK CO,A,519 LINCOLNWAY,IA,50201,42.02271,-93.453317,NEVADA
1057,5333,3,1260,134035.05,1,1,2,112,1,5333,2022-11-01,FAREWAY STORES #166/ ANAMOSA,A,402 E MAIN,IA,52205,42.108278,-91.281467,ANAMOSA
1058,6072,0,1185,157488.89,1,2,1,121,1,6072,2022-11-01,PEARL CITY TOBACCO & LIQUOR OUTLET / MUSCATINE,A,200 GREEN ST,IA,52761,41.413913,-91.057868,MUSCATINE
1059,5618,7,836,62405.76,3,2,2,322,1,5618,2022-11-01,CASEY'S GENERAL STORE #1446 / LISBON,A,150 E. BUSINESS 30,IA,52253,,,LISBON
1060,5382,11,639,58338.51,3,2,2,322,1,5382,2022-11-01,CASEY'S GENERAL STORE # 2870/ ALTOONA,A,1419 1ST AVE N,IA,50009,41.663585,-93.464479,ALTOONA
1061,5976,10,260,41058.99,3,4,3,343,1,5976,2022-11-01,CASEY'S GENERAL STORE #2422 / CRESTON,A,403 E TOWNLINE ST,IA,50801,41.071088,-94.357385,CRESTON
1062,10057,4,158,19360.02,2,4,4,244,1,10057,2022-11-01,KWIK STAR #1186 / ALTOONA,A,2030 21ST ST NW,IA,50009,,,ALTOONA
1063,4203,6,1816,233550.13,3,1,1,311,1,4203,2022-11-01,LIQUOR AND TOBACCO OUTLET /,A,620 W BREMER AVE,IA,50677,42.725694,-92.47898,WAVERLY
1064,5648,4,314,64908.99,2,3,2,232,1,5648,2022-11-01,FAREWAY STORES #189 / AMES,A,3720 LINCOLN WAY,IA,50014,42.022819,-93.668529,AMES
1065,5435,12,815,60743.44,4,2,2,422,1,5435,2022-11-01,JUNCTION LIQUOR,A,"10 3RD ST. NW, STE B",IA,51346,43.184821,-95.477367,HARTLEY
1066,10028,3,218,28554.63,1,4,4,144,1,10028,2022-11-01,DUAL STOP CARTER LAKE / CARTER LAKE,A,109 EAST LOCUST STREET,IA,51510,,,CARTER LAKE
1067,4655,12,481,37914.22,4,3,3,433,1,4655,2022-11-01,CASEY'S GENERAL STORE #2237 / PRAIRIE CITY,A,1002 W 2ND ST,IA,50228,41.596714,-93.247591,PRAIRIE CITY
1068,4070,0,1823,170641.08,1,1,1,111,1,4070,2022-11-01,GRIEDER BEVERAGE DEPOT,A,708  13TH ST,IA,52208,41.897054,-92.278,BELLE PLAINE
1069,5255,0,369,83548.72,1,3,2,132,1,5255,2022-11-01,WHOLE FOODS MARKET,A,4100 UNIVERSITY AVE,IA,50266,41.600393,-93.759524,WEST DES MOINES
1070,4746,21,78,6565.76,4,4,4,444,1,4746,2022-11-01,WALGREENS #05885 / MUSCATINE,A,1703 PARK AVE,IA,52761,41.444702,-91.030378,MUSCATINE
1071,2665,4,7338,1932931.17,2,1,1,211,0,2665,2022-11-01,HY-VEE / WAUKEE,A,1005 E HICKMAN RD,IA,50263,41.615059,-93.854473,WAUKEE
1072,2593,4,4998,1159148.66,2,1,1,211,0,2593,2022-11-01,HY-VEE FOOD STORE / CARROLL,A,905 US HIGHWAY 30 WEST,IA,51401,42.070666,-94.876789,CARROLL
1073,2672,6,1122,216687.99,3,2,1,321,1,2672,2022-11-01,HY-VEE / WINTERSET,A,923 N  1ST ST,IA,50273,41.342665,-94.013482,WINTERSET
1074,6175,10,277,16307.96,3,3,4,334,1,6175,2022-11-01,MALCOM GAS & FOOD / MALCOM,A,203 MONTEZUMA STREET,IA,50157,41.706416,-92.552146,MALCOM
1075,5239,10,247,30785.84,3,4,4,344,1,5239,2022-11-01,LEFTY'S CONVENIENCE STORE INC.,A,4649 HWY 13,IA,52214,42.19892,-91.532662,CENTRAL CITY
1076,5452,31,129,17749.4,4,4,4,444,1,5452,2022-11-01,CASEY'S GENERAL STORE # 1591/ DECORAH,A,401 COLLEGE DR.,IA,52101,43.308962,-91.79783,DECORAH
1077,6190,6,1676,170181.5,3,1,1,311,1,6190,2022-11-01,HAWKS LIQUOR & TOBACCO / CORALVILLE,A,2425 2ND STREET,IA,52241,41.684274,-91.600764,CORALVILLE
1078,5100,0,816,161123.04,1,2,1,121,1,5100,2022-11-01,SAM'S FOOD,A,648 N  MARQUETTE ST,IA,52802,41.526469,-90.590879,DAVENPORT
1079,4491,11,442,65899.94,3,3,2,332,1,4491,2022-11-01,CASEY'S GENERAL STORE #2772 / CEDAR RAPIDS,A,3349 MT VERNON RD SE,IA,52403,41.976807,-91.619026,CEDAR RAPIDS
1080,5207,0,1994,323873.05,1,1,1,111,1,5207,2022-11-01,JIM'S FOODS  /  CEDAR RAPIDS,A,"812, SIXTH  ST SW",IA,52404,41.968016,-91.677073,CEDAR RAPIDS
1081,3756,6,1894,96493.99,3,1,2,312,1,3756,2022-11-01,MAIN STREET LIQUORS / MANNING,A,316 MAIN ST,IA,51455,41.908573,-95.065122,MANNING
1082,3818,114,2320,116325.41,4,1,2,412,1,3818,2022-11-01,ROUND WINDOW LIQUOR,I,703 W PLEASANT ST,IA,50138,41.320746,-93.105641,KNOXVILLE
1083,2679,4,1703,109844.74,2,1,2,212,1,2679,2022-11-01,HY-VEE FAST & FRESH/ALTOONA,A,3950 PRARIE FIRE NW,IA,50009,,,ALTOONA
1084,4051,0,1558,266879.71,1,1,1,111,1,4051,2022-11-01,FAREWAY STORES #639 / MAQUOKETA,A,110 WESTGATE DR,IA,52060,42.067391,-90.680623,MAQUOKETA
1085,4824,3,598,97236.46,1,2,2,122,1,4824,2022-11-01,CASEY'S GENERAL STORE #3852 / CRESTON,A,107 W TAYLOR ST,IA,50801,41.049213,-94.362115,CRESTON
1086,5807,3,248,26442.78,1,4,4,144,1,5807,2022-11-01,CASEY'S GENERAL STORE #1028 / MIDDLETOWN,A,75 MAIN ST,IA,52638,,,MIDDLETOWN
1087,5846,0,1204,190674.7,1,2,1,121,1,5846,2022-11-01,ROCKINGHAM LIQUOR - DAVENPORT,A,2423 ROCKINGHAM ROAD,IA,52802,41.514051,-90.613625,DAVENPORT
1088,6318,13,297,17595.0,4,3,4,434,1,6318,2022-11-01,PRIME STOP.INC / MELBOURNE,A,1659 MARSHALLTOWN BOULEVARD,IA,50162,41.953842,-93.100118,MELBOURNE
1089,5901,28,1102,161557.03,4,2,1,421,1,5901,2022-11-01,LE CLAIRE GROCERY STORE,I,536 N CODY RD,IA,52753,41.602983,-90.343746,LE CLAIRE
1090,3806,0,1068,260831.16,1,2,1,121,1,3806,2022-11-01,TARGET STORE T-1901 / WDM,A,5405 MILLS CIVIC PKWY,IA,50266,41.559274,-93.779582,WEST DES MOINES
1091,5604,4,574,55610.55,2,2,3,223,1,5604,2022-11-01,CASEY'S GENERAL STORE #1599 / MT VERNON,A,323 HWY 30 W,IA,52314,41.91623,-91.424821,MOUNT VERNON
1092,5920,18,965,61271.44,4,2,2,422,1,5920,2022-11-01,KUM & GO #0131 / HUXLEY,A,1706 HWY 210,IA,50046,,,HUXLEY
1093,5114,6,394,56174.21,3,3,3,333,1,5114,2022-11-01,CASEY'S GENERAL STORE #2612 / MISSOU,A,"106, E  ERIE ST",IA,51555,41.556431,-95.894278,MISSOURI VALLEY
1094,5909,0,940,96876.49,1,2,2,122,1,5909,2022-11-01,EZ STOP 1 / DUBUQUE,A,1101 RHOMBERG AVE,IA,52001,42.519473,-90.660293,DUBUQUE
1095,5446,293,62,7248.83,4,4,4,444,1,5446,2022-11-01,PUMP N PAK,I,1004 MAIN ST.,IA,51247,43.200164,-96.294824,ROCK VALLEY
1096,5198,0,1984,281968.42,1,1,1,111,1,5198,2022-11-01,RIVERSIDE LIQUOR,A,826 E RIVER DR,IA,52803,41.524926,-90.561741,DAVENPORT
1097,6228,97,585,90776.74,4,2,2,422,1,6228,2022-11-01,OELWEIN LIQUOR TOBACCO & GAS / OELWEIN,I,801 EAST CHARLES STREET,IA,50662,42.678786,-91.902413,OELWEIN
1098,4228,3,1041,189118.65,1,2,1,121,1,4228,2022-11-01,FAREWAY STORES #462 / VINTON,A,501 A AVE,IA,52349,42.166166,-92.025603,VINTON
1099,5411,3,805,109175.13,1,2,2,122,1,5411,2022-11-01,BLUEJAY MARKET,A,2810 WILLS AVE,IA,50220,41.838488,-94.081127,PERRY
1100,4000,6,1882,90748.61,3,1,2,312,1,4000,2022-11-01,FOODLAND SUPER MARKETS / WOODBINE,A,62 5TH ST,IA,51579,41.737038,-95.70282,WOODBINE
1101,5535,6,415,38064.82,3,3,3,333,1,5535,2022-11-01,CASEY'S GENERAL STORE #2097 / INDIANOLA,A,1006 W 2ND AVE,IA,50125,41.357751,-93.574611,INDIANOLA
1102,2716,7,547,93790.99,3,3,2,332,1,2716,2022-11-01,HY-VEE HAMPTON DOLLAR FRESH,A,808 4TH ST SE,IA,50441,42.734292,-93.202507,HAMPTON
1103,4559,0,1319,160436.51,1,1,1,111,1,4559,2022-11-01,RANDY'S NEIGHBORHOOD MARKET / OSAGE,A,633 CHASE ST,IA,50461,43.285134,-92.811538,OSAGE
1104,6099,12,605,35711.39,4,2,3,423,1,6099,2022-11-01,BREW OIL #29 / EMMETSBURG,A,2401 MAIN ST,IA,50536,43.111913,-94.681939,EMMETSBURG
1105,6284,13,351,43249.4,4,3,3,433,1,6284,2022-11-01,CASEY'S #3962 / SIOUX CITY,A,1419 HAMILTON BOULEVARD,IA,51103,42.505896,-96.41671,SIOUX CITY
1106,9051,116,1,180.0,4,4,4,444,1,9051,2022-11-01,WILDCAT DISTILLING,I,2652 235TH ST,IA,50532,42.448661,-94.074806,DUNCOMBE
1107,3628,5,1000,182609.55,2,2,1,221,1,3628,2022-11-01,WAL-MART 1528 / CEDAR RAPIDS,A,2645 BLAIRS FERRY RD NE,IA,52402,42.034753,-91.681997,CEDAR RAPIDS
1108,5410,6,216,30426.19,3,4,4,344,1,5410,2022-11-01,UMIYA FOODMART INC,A,318 E NORTH ST.,IA,50257,41.209914,-93.843364,TRURO
1109,2513,5,3677,428525.43,2,1,1,211,0,2513,2022-11-01,HY-VEE FOOD STORE #2 / IOWA CITY,A,812 S 1ST AVE,IA,52240,41.650954,-91.501984,IOWA CITY
1110,6283,0,305,29592.13,1,3,4,134,1,6283,2022-11-01,KIMMES CARROLL COUNTRY STORE 1 / CARROLL,A,1511 US 71,IA,51401,42.075224,-94.87861,CARROLL
1111,5514,6,3241,540837.5,3,1,1,311,0,5514,2022-11-01,JOHNCY'S LIQUOR STORE,A,585 HWY 965 STE D & E,IA,52317,41.738129,-91.60761,NORTH LIBERTY
1112,2806,0,2058,287012.96,1,1,1,111,1,2806,2022-11-01,OSCO #1118 / CLINTON,A,1307 N SECOND,IA,52732,41.858932,-90.184797,CLINTON
1113,4452,6,1677,183365.65,3,1,1,311,1,4452,2022-11-01,SELECT MART    GORDON DR,A,2825 GORDON DR,IA,51105,42.48963,-96.372005,SIOUX CITY
1114,5073,4,700,152942.6,2,2,1,221,1,5073,2022-11-01,"WILLIAMS BOULEVARD SERVICE, INC.",A,"2601, WILLIAMS BLVD SW",IA,52404,41.964546,-91.706863,CEDAR RAPIDS
1115,5021,19,279,27982.81,4,3,4,434,1,5021,2022-11-01,KUM & GO #608 / OKOBOJI,A,1001 SANBORN AVE,IA,51355,43.382148,-95.129129,OKOBOJI
1116,6258,5,857,123170.63,2,2,2,222,1,6258,2022-11-01,FORT MADISON TOBACCO AND LIQUOR OUTLET PLUS / FORT MADISON,A,1735 AVENUE H,IA,52627,40.63021,-91.329796,FORT MADISON
1117,2506,3,7193,1050235.36,1,1,1,111,0,2506,2022-11-01,HY-VEE #1044 / BURLINGTON,A,3140 AGENCY,IA,52601,40.814666,-91.136655,BURLINGTON
1118,5177,10,275,42068.78,3,3,3,333,1,5177,2022-11-01,CASEY'S GENERAL STORE #3204 / MINDEN,A,33280 335TH ST,IA,51553,41.495961,-95.54617,MINDEN
1119,2713,3,561,148872.3,1,2,2,122,1,2713,2022-11-01,HY-VEE DYERSVILLE DOLLAR FRESH,A,1201 12TH AVE SE,IA,52040,42.475284,-91.110641,DYERSVILLE
1120,2619,0,7329,1817763.19,1,1,1,111,0,2619,2022-11-01,HY-VEE WINE AND SPIRITS / WDM,A,1725  74TH ST,IA,50266,41.598515,-93.808855,WEST DES MOINES
1121,2674,3,361,34322.63,1,3,3,133,1,2674,2022-11-01,HY-VEE FOOD STORE / LAMONI,A,720 EAST MAIN,IA,50140,40.623647,-93.924475,LAMONI
1122,5616,13,497,31838.34,4,3,3,433,1,5616,2022-11-01,CASEY'S GENERAL STORE #2623 / FAIRBANK,A,103 24TH ST,IA,50629,,,FAIRBANK
1123,5763,5,306,31094.03,2,3,3,233,1,5763,2022-11-01,CASEY'S GENERAL STORE #1374 / COLFAX,A,501 W STATE ST,IA,50054,41.673594,-93.251941,COLFAX
1124,4982,7,192,26386.08,3,4,4,344,1,4982,2022-11-01,KIMMES COUNTRY STORE ALTA 05,A,101 E. HWY 7,IA,51002,42.675619,-95.303731,ALTA
1125,2692,125,29,4487.7,4,4,4,444,1,2692,2022-11-01,HY-VEE FAST & FRESH EXPRESS -OSCELOA,A,518 W MCLANE STREET,IA,50213,41.030573,-93.773044,OSCEOLA
1126,5808,4,402,34993.56,2,3,3,233,1,5808,2022-11-01,CASEY'S GENERAL STORE #1373 / BONDURANT,A,302 2ND ST NE,IA,50035,41.702943,-93.459274,BONDURANT
1127,5294,13,72,8669.47,4,4,4,444,1,5294,2022-11-01,YESWAY STORE # 10022/ WATERLOO,A,1976 FRANKLIN ST,IA,50703,42.495308,-92.314939,WATERLOO
1128,6016,3,221,32681.53,1,4,3,143,1,6016,2022-11-01,CASEY'S GENERAL STORE #2467 / CLARINDA,A,318 E WASHINGTON STREET,IA,51632,40.739281,-95.034526,CLARINDA
1129,5463,3,769,138948.46,1,2,2,122,1,5463,2022-11-01,BACKWATER SPIRITS AND MORE,A,116 W WATER ST STE D,IA,52101,43.304224,-91.786674,DECORAH
1130,3417,0,2951,263862.16,1,1,1,111,1,3417,2022-11-01,BIG G FOOD STORE,A,PO BOX 261  310 W DILLON,IA,52301,,,MARENGO
1131,6223,6,1274,308852.26,3,1,1,311,1,6223,2022-11-01,PRIME MART / WATERLOO,A,508 BROADWAY STREET,IA,50703,42.510573,-92.345104,WATERLOO
1132,4797,3,106,21989.52,1,4,4,144,1,4797,2022-11-01,WALGREENS #05362 / DES MOINES,A,1330 E UNIVERSITY AVE,IA,50316,41.600612,-93.601331,DES MOINES
1133,4554,20,268,27727.68,4,3,4,434,1,4554,2022-11-01,KUM & GO #229 / SIOUX CITY,A,1821 HAMILTON BLVD,IA,51103,42.510269,-96.416824,SIOUX CITY
1134,5336,28,221,21702.69,4,4,4,444,1,5336,2022-11-01,EXPRESS MART,I,4804 S HIGHWAY 61,IA,52761,,,MUSCATINE
1135,4760,6,321,57718.02,3,3,2,332,1,4760,2022-11-01,WALGREENS #07455 / WATERLOO,A,111 W RIDGEWAY AVE,IA,50701,42.469401,-92.357476,WATERLOO
1136,5597,0,1677,336867.58,1,1,1,111,1,5597,2022-11-01,LIQUOR TOBACCO & GAS,A,1401 CENTRAL AVE,IA,52001,42.506482,-90.667836,DUBUQUE
1137,2190,0,10948,1957579.48,1,1,1,111,0,2190,2022-11-01,"CENTRAL CITY LIQUOR, INC.",A,1460 2ND AVE,IA,50314,41.605706,-93.619788,DES MOINES
1138,5620,7,407,58590.74,3,3,2,332,1,5620,2022-11-01,CASEY'S GENERAL STORE #2874 / RICEVILLE,A,208 W MAIN ST,IA,50466,43.363838,-92.55645,RICEVILLE
1139,4401,3,368,38495.39,1,3,3,133,1,4401,2022-11-01,KUM & GO #503 / MARION,A,3215 7TH AVE,IA,52302,42.035012,-91.577323,MARION
1140,6198,63,799,53759.56,4,2,3,423,1,6198,2022-11-01,THE LIQUOR CABINET / CLIVE,A,9761 UNIVERSITY AVE.,IA,50325,41.601555,-93.750508,CLIVE
1141,3870,4,471,104227.86,2,3,2,232,1,3870,2022-11-01,TARGET STORE T-1939 / ALTOONA,A,3414 8TH ST SW,IA,50009,41.644041,-93.504333,ALTOONA
1142,4480,7,335,48266.01,3,3,3,333,1,4480,2022-11-01,CIRCLE K #4706602 / CLINTON,A,1530 NORTH 2ND ST,IA,52732,41.861892,-90.183722,CLINTON
1143,4253,6,1018,171653.11,3,2,1,321,1,4253,2022-11-01,FAREWAY STORES #683 / WINTERSET,A,719 W. HIGHWAY 92,IA,50273,41.344866,-94.022239,WINTERSET
1144,4668,4,754,96830.16,2,2,2,222,1,4668,2022-11-01,CLEAR LAKE PAYLESS FOODS,A,20 SOUTH 4TH ST,IA,50428,43.135941,-93.380368,CLEARLAKE
1145,5971,78,3609,165078.56,4,1,1,411,1,5971,2022-11-01,PONY CREEK LIQUOR / GLENWOOD,I,411 S LOCUST ST,IA,51534,41.042019,-95.744542,GLENWOOD
1146,5717,11,446,56896.66,3,3,2,332,1,5717,2022-11-01,CASEY'S GENERAL STORE #3789,A,2480 1ST AVE SOUTH,IA,50009,41.628928,-93.464648,ALTOONA
1147,3973,4,1979,312138.22,2,1,1,211,1,3973,2022-11-01,MMDG SPIRITS / AMES,A,126A WELCH AVE,IA,50014,42.021817,-93.650131,AMES
1148,4412,7,434,40831.92,3,3,3,333,1,4412,2022-11-01,KUM & GO #267 / TIPTON,A,2050 IA HIGHWAY 38,IA,52772,41.647175,-91.115934,TIPTON
1149,6117,5,840,74368.79,2,2,2,222,1,6117,2022-11-01,FAREWAY STORES #212 / COLFAX,A,28 E HOWARD ST,IA,50054,41.677932,-93.244443,COLFAX
1150,5568,5,338,30131.89,2,3,4,234,1,5568,2022-11-01,CASEY'S GENERAL STORE #2478 / NEW SHARON,A,205 S MAIN ST,IA,50207,41.468219,-92.65152,NEW SHARON
1151,4962,0,1160,243229.42,1,2,1,121,1,4962,2022-11-01,HILLTOP GROCERY,A,1312 HARRISON ST,IA,52803,41.533266,-90.577225,DAVENPORT
1152,3690,6,602,119751.27,3,2,2,322,1,3690,2022-11-01,TARGET STORE T-1792 / WATERLOO,A,1501 E SAN MARNAN,IA,50702,42.464289,-92.326343,WATERLOO
1153,6246,13,304,40218.98,4,3,3,433,1,6246,2022-11-01,KWIK STAR #1142  / IOWA CITY,A,1907 KEOKUK STREET,IA,52240,41.642477,-91.524686,IOWA CITY
1154,5394,10,183,33347.99,3,4,3,343,1,5394,2022-11-01,CASEY'S GENERAL STORE #2183/DECORAH,A,1807 OLD STAGE RD.,IA,52101,43.289229,-91.754302,DECORAH
1155,5749,14,166,21880.58,4,4,4,444,1,5749,2022-11-01,CASEY'S GENERAL STORE #3025 / CARROLL,A,613 US HWY 30 W,IA,51401,42.068503,-94.874495,CARROLL
1156,5982,4,270,32967.45,2,3,3,233,1,5982,2022-11-01,CASEY'S GENERAL STORE #6 / ALTOONA,A,407 8TH ST SW,IA,50009,41.644035,-93.468971,ALTOONA
1157,6291,24,77,9395.53,4,4,4,444,1,6291,2022-11-01,JET STOP BURLINGTON SOUTH / BURLINGTON,A,901 SOUTH STREET,IA,52601,40.796126,-91.107982,BURLINGTON
1158,4660,4,441,93926.66,2,3,2,232,1,4660,2022-11-01,HILL BROTHERS JIFFY MART / CEDAR RAPIDS,A,1904 MT VERNON ROAD SE,IA,52403,41.977226,-91.642557,CEDAR RAPIDS
1159,2523,10,1649,255917.28,3,1,1,311,1,2523,2022-11-01,HY-VEE FOOD STORE / CENTERVILLE,A,609 N 18TH,IA,52544,40.737577,-92.867967,CENTERVILLE
1160,4353,4,445,43736.28,2,3,3,233,1,4353,2022-11-01,KUM & GO #302 / CLEAR LAKE,A,2905 FOURTH AVENUE,IA,50428,43.133722,-93.35318,CLEAR LAKE
1161,5428,4,249,40046.98,2,4,3,243,1,5428,2022-11-01,CASEY'S GENERAL STORE # 2789/ CEDAR RAPIDS,A,888 VERNON VALLEY DRIVE SE,IA,52403,41.977177,-91.553516,CEDAR RAPIDS
1162,4406,5,638,80254.24,2,2,2,222,1,4406,2022-11-01,KUM & GO #4020 / ANKENY,A,1910 SW WHITE BIRCH CIRCLE,IA,50023,41.701906,-93.626921,ANKENY
1163,4610,7,196,22605.69,3,4,4,344,1,4610,2022-11-01,CASEY'S GENERAL STORE #2992 / FONDA,A,101 HWY 7,IA,50540,42.588969,-94.846456,FONDA
1164,10004,0,129,17123.54,1,4,4,144,1,10004,2022-11-01,JACK & JILL STORE / WEST BRANCH,A,115 EAST MAIN STREET,IA,52358,41.671391,-91.343394,WEST BRANCH
1165,9010,32,8,4248.96,4,4,4,444,1,9010,2022-11-01,BROADBENT DISTILLERY,I,6175 50TH AVE,IA,50211,41.436457,-93.712272,NORWALK
1166,2643,5,5658,600888.17,2,1,1,211,0,2643,2022-11-01,HY-VEE WINE AND SPIRITS / WATERLOO,A,2126 KIMBALL AVE,IA,50701,42.470376,-92.356958,WATERLOO
1167,6253,66,118,15444.31,4,4,4,444,1,6253,2022-11-01,PORTSIDE ONE STOP / HARPERS FERRY,I,125 JEFFERSON AVENUE STE #B,IA,52146,43.203808,-91.155186,HARPERS FERRY
1168,3928,6,1742,60674.39,3,1,2,312,1,3928,2022-11-01,SMOKIN' JOE'S #12 TOBACCO AND LIQUOR OUTLET,A,465 HWY 965 UNIT G,IA,52317,41.7392,-91.60759,NORTH LIBERTY
1169,4023,3,1490,251780.1,1,1,1,111,1,4023,2022-11-01,WAL-MART 1389 / BOONE,A,1515 SE MARSHALL ST,IA,50036,42.035095,-93.870075,BOONE
1170,5397,0,763,77985.43,1,2,2,122,1,5397,2022-11-01,CASEY'S GENERAL STORE # 2774/AMANA,A,617 42ND AVE,IA,52203,41.801173,-91.874686,AMANA
1171,6162,12,1025,109912.56,4,2,2,422,1,6162,2022-11-01,CASEY'S #6117 / COUNCIL BLUFFS,A,1759 MADISON AVE,IA,51503,41.242638,-95.824909,COUNCIL BLUFFS
1172,9041,5,134,43047.9,2,4,3,243,1,9041,2022-11-01,S&B FARMS DISTILLERY,I,212 E RAMSEY ST.,IA,50517,43.292947,-94.215423,BANCROFT
1173,4636,19,253,21377.84,4,4,4,444,1,4636,2022-11-01,KWIK SHOP #561 / CEDAR RAPIDS,A,2904 CENTER POINT RD NE,IA,52402,42.007193,-91.662822,CEDAR RAPIDS
1174,10046,13,195,13333.5,4,4,4,444,1,10046,2022-11-01,TRANSIT GENERAL STORE / SIOUX CITY,A,2324 TRANSIT AVENUE,IA,51106,42.476368,-96.378682,SIOUX CITY
1175,4172,0,489,54639.95,1,3,3,133,1,4172,2022-11-01,SHAMROCK SPIRITS,A,1204 WATER ST PO BOX 177,IA,50006,42.520423,-93.376271,ALDEN
1176,2650,6,3724,542563.88,3,1,1,311,0,2650,2022-11-01,HY-VEE WINE AND SPIRITS / HARLAN,A,1808 23RD ST,IA,51537,41.650658,-95.339881,HARLAN
1177,3704,5,3707,252505.18,2,1,1,211,0,3704,2022-11-01,CELTICS BEVERAGE COMPANY,A,1122 BROADWAY,IA,50536,43.10937,-94.678807,EMMETSBURG
1178,4630,5,708,191114.97,2,2,1,221,1,4630,2022-11-01,EZ STOP / DAVENPORT,A,2923 BRADY ST,IA,52803,41.549887,-90.570603,DAVENPORT
1179,4678,3,1203,280711.93,1,2,1,121,1,4678,2022-11-01,FAREWAY STORES #124 / ADEL,A,804 NILE KINNICK DR,IA,50003,41.61025,-94.016796,ADEL
1180,5815,0,1127,135924.34,1,2,2,122,1,5815,2022-11-01,SUPER STOP IV - DUBUQUE,A,535 HILL STREET SUITE A,IA,52001,42.496807,-90.673976,DUBUQUE
